TERM;POSITION;TYPE;MODE;URI;CURRENT_TERM;AMBIGUOUS;ANOTHER_MEANING;ANOTHER_MEANING_URI;DESCRIPTION;GAZETTEER;VERIFICATION
Johan;531311;PN;FT; ; ;not; ; ; ; ;FOUND
Jaymes;531323;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Algarue;531443;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Sancho;531499;PN;FT;;;;;;;;FOUND
Toledo;531520;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Rey;531570;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Remondo;531586;PPN;PPT;;;;;;;;VALIDATE
Seuilla;531608;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Gonçaluo;531628;PN;FT;;;;;;;;FOUND
Sanctiago;531651;PPLN;PPT; ; ;not;;; ; ;VALIDATE
El;531669;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Fredric;531684;PN;FT; ; ;not; ; ; ; ;FOUND
El;531699;UN;UNI;;;not;;;;;UNIDENTIFIED
Infante;531702;PLN;FT;http://sws.geonames.org/9172098; ;not;;;null;Geonames;FOUND
Felippe;531715;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Guillem;531734;PN;FT;;;;;;;;FOUND
Montferrat;531754;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Yugo;531794;PPN;PPT;;;;;;;;VALIDATE
Bergonna;531807;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rey;531830;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Henrri;531846;PPN;PPT;;;;;;;;VALIDATE
Loregne;531861;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Loys;531898;PN;FT;;;;;;;;FOUND
Acre;531924;UN;UNI;;;not;;;;;UNIDENTIFIED
Emperador;531929;PLN;FT;http://sws.geonames.org/9405399; ;not;;;null;Geonames;FOUND
Costantinopla;531942;PLN;FT;http://pleiades.stoa.org/places/520998;Constantinopla /Estambul;not;;; ;Medieval;FOUND
Berenguella;531982;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Belmont;532003;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Johan;532040;PN;FT;;;;;;;;FOUND
Monfort;532106;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rey;532128;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Beart;532188;PPN;PPT;;;yes;APLN;;;;VALIDATE
La;532219;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Burgos;532233;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Thello;532252;PPN;PPT;;;;;;;;VALIDATE
Palençia;532270;PLN;FT;http://sws.geonames.org/6360072/;Palencia;not;;; ;Medieval;FOUND
Ferrando;532291;PN;FT;;;;;;;;FOUND
Segouia;532311;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
La;532327;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Siguença;532341;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Agostin;532362;PN;FT;;;;;;;;FOUND
Osma;532381;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Gonçaluo;532398;PN;FT;;;;;;;;FOUND
Cuenca;532418;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
La;532433;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Auila;532447;PLN;FT;http://pleiades.stoa.org/places/236361;Ávila;not;;; ;Medieval;FOUND
La;532461;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Calahorra;532475;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Geonames;FOUND
Ferrando;532497;PN;FT;;;;;;;;FOUND
Cordoua;532517;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Yo;532533;UN;UNI;;;not;;;;;UNIDENTIFIED
Johan;532536;PN;FT;;;;;;;;FOUND
Perez;532542;PN;FT;;;;;;;;FOUND
Millan;532557;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Perez;532565;PN;FT; ; ;not; ; ; ; ;FOUND
Alfonsso;532651;PN;FT;;;;;;;;FOUND
Dios;532678;PN;FT;;;;;;;;FOUND
Castilla;532703;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Toledo;532716;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;532726;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
Gallizia;532734;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;532746;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;532757;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;532768;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;532778;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarbe;532790;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Carmona;532831;PLN;FT;https://pleiades.stoa.org/places/256058;Carmona;not;;;null;Medieval;FOUND
Sepades;532856;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Seuilla;532905;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Et ;532999;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
C'uleman;533076;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Torre;533104;PLN;FT;http://sws.geonames.org/3107864; ;not;;;null;Geonames;FOUND
Malcheni;533113;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Falchena;533144;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Remullena;533162;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Onde;533175;PLN;FT;http://sws.geonames.org/6526771; ;not; ; ;null;Medieval;FOUND
Seuilla;533320;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;533747;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Otrossi;534140;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Seuilla;534221;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Dada;534303;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Yo;534387;UN;UNI;;;not;;;;;UNIDENTIFIED
Gil;534390;PLN;FT;http://sws.geonames.org/10055472; ;not;;;null;Geonames;FOUND
Perez;534394;PN;FT;;;;;;;;FOUND
Alfonsso;534443;PN;FT;;;;;;;;FOUND
Dios;534470;PN;FT;;;;;;;;FOUND
Castilla;534483;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Toledo;534495;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;534505;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
Gallizia;534513;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;534525;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;534536;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;534547;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;534557;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarbe;534569;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Sepades;534716;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Seuilla;534770;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;534854;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Et ;534864;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Remond;534885;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Seuilla;534905;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Porque ;535040;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Seuilla;535133;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Axarafe;535290;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Dada ;535466;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Yo;535550;UN;UNI;;;not;;;;;UNIDENTIFIED
Gil;535553;PLN;FT;http://sws.geonames.org/10055472; ;not;;;null;Geonames;FOUND
Perez;535557;PN;FT;;;;;;;;FOUND
Rey;535596;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Roy;535603;PN;GENT;;;;;;;;VALIDATE
Martinez;535607;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Abril;535617;PLN;FT;http://sws.geonames.org/9179304; ;not;;;null;Geonames;FOUND
Perez;535623;PN;FT;;;;;;;;FOUND
Sepan;535632;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonsso;535676;PN;FT; ; ;not; ; ; ; ;FOUND
Dios;535702;PN;FT;;;;;;;;FOUND
Castilla;535727;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Toledo;535740;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;535750;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
Gallizia;535758;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;535770;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;535781;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;535792;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;535802;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarbe;535814;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Tengo;535824;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Seuilla;535886;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Dada ;536346;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Yo;536429;UN;UNI;;;not;;;;;UNIDENTIFIED
Gil;536432;PLN;FT;http://sws.geonames.org/10055472; ;not;;;null;Geonames;FOUND
Perez;536436;PN;FT;;;;;;;;FOUND
Rey;536475;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Roy;536482;PN;GENT;;;;;;;;VALIDATE
Martinez;536486;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Abril;536496;PLN;FT;http://sws.geonames.org/9179304; ;not;;;null;Geonames;FOUND
Perez;536502;PN;FT;;;;;;;;FOUND
Sepan;536511;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonsso;536555;PN;FT; ; ;not; ; ; ; ;FOUND
Dios;536581;PN;FT;;;;;;;;FOUND
Castilla;536594;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Toledo;536606;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;536616;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
Gallizia;536624;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;536636;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;536647;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murçia;536658;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;536668;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;536680;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Eluira;536721;PN;FT;;;;;;;;FOUND
Royz;536728;PN;FT;;;;;;;;FOUND
Miguel;536905;UN;UNI;;;not;;;;;UNIDENTIFIED
Diaz;536912;PN;FT;;;;;;;;FOUND
Cordoua;536940;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Dada;537278;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Yo;537345;UN;UNI;;;not;;;;;UNIDENTIFIED
Johan;537348;PN;FT;;;;;;;;FOUND
Perez;537354;PN;FT;;;;;;;;FOUND
Sepan;537399;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso;537454;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;537479;PN;FT;;;;;;;;FOUND
Castiella;537492;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Toledo;537505;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;537515;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
Gallizia;537523;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;537535;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;537546;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;537557;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;537567;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;537579;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Vbeda;537626;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Fernando;537678;APN;AT;;;yes;APLN;http://sws.geonames.org/3122557; ; ;VALIDATE
Tiscar ;537771;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Huesa;537781;PLN;FT;http://sws.geonames.org/6358495; ;not;;;null;Geonames;FOUND
Belerda;537789;PLN;FT;http://sws.geonames.org/3128358;Belerda;not;;;null;Geonames;FOUND
Handon;537835;PPN;GENT; ;;;;;;;VALIDATE
cosa;538495;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;538749;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Yo;538869;PN;GENT;;;;;;;;VALIDATE
Roy;538872;PN;GENT;;;;;;;;VALIDATE
Martinez;538876;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Alfonsso;538975;PN;FT;;;;;;;;FOUND
Dios;539002;PN;FT;;;;;;;;FOUND
Castiella;539028;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Toledo;539042;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;539052;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
Gallizia;539060;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;539072;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;539083;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murçia;539094;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;539104;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;539116;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Seuilla;539158;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Bien;539229;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Seuilla;539266;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Mas;539536;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Dios;539914;PN;FT; ; ;not; ; ; ; ;FOUND
Ferrando;540008;PN;FT; ; ;not; ; ; ; ;FOUND
Ferrando;540111;PN;FT; ; ;not; ; ; ; ;FOUND
Onde;540300;PLN;FT;http://sws.geonames.org/6526771; ;not; ; ;null;Medieval;FOUND
Seuilla;540410;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Dada;540651;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Yo;540726;UN;UNI;;;not;;;;;UNIDENTIFIED
Gil;540729;PLN;FT;http://sws.geonames.org/10055472; ;not;;;null;Geonames;FOUND
Perez;540733;PN;FT;;;;;;;;FOUND
Rey;540773;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Aluarez;540780;PN;FT; ; ;not; ; ; ; ;FOUND
Alfonsso;540794;PN;FT;;;;;;;;FOUND
Dios;540821;PN;FT;;;;;;;;FOUND
Castilla;540834;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Toledo;540846;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;540856;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
Gallizia;540864;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;540876;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;540887;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;540898;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;540908;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarbe;540920;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Alfonsso;540939;PN;FT; ; ;not; ; ; ; ;FOUND
Molina;540969;PLN;FT;http://sws.geonames.org/6359477; ;not;;;null;Medieval;FOUND
Mesa;540981;PLN;FT;http://sws.geonames.org/3117313; ;not;;;null;Medieval;FOUND
Bien;541036;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Seuilla;541175;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;541332;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;541858;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Onde ;541888;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
cosa;542127;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Otrossi;542676;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Seuilla;542835;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;543057;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Dios;543171;PN;FT; ; ;not; ; ; ; ;FOUND
Seuilla;543227;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Dada;543687;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
dia;543713;APLN;AT;http://pleiades.stoa.org/places/573184; ;yes;CN;;An ancient settlement, attested by literary or documentary sources, whose precise location cannot be determined today;Medieval;VALIDATE
Yo;543768;UN;UNI;;;not;;;;;UNIDENTIFIED
Gil;543771;PLN;FT;http://sws.geonames.org/10055472; ;not;;;null;Geonames;FOUND
Perez;543775;PN;FT;;;;;;;;FOUND
Rey;543814;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Roy;543820;PN;GENT;;;;;;;;VALIDATE
Martinez;543824;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Sepan;543836;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso;543890;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;543915;PN;FT;;;;;;;;FOUND
Castiella;543941;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Toledo;543955;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;543965;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
Gallizia;543973;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;543985;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;543996;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murçia;544007;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;544017;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;544029;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Damos;544039;PLN;FT;http://pleiades.stoa.org/places/599585; ;not; ; ;An ancient place, cited: BAtlas 61 D4 Damos;Medieval;FOUND
Remondo;544063;PLN;FT;http://sws.geonames.org/6360891; ;not; ; ;null;Geonames;FOUND
Seuilla;544084;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Santa Maria;544116;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Diago;544164;UN;UNI;;;not;;;;;UNIDENTIFIED
Corral;544173;PLN;FT;http://sws.geonames.org/3124527;Corral;not;;;null;Geonames;FOUND
Santa Maria;544194;PSTN;PPT;;;;;;;;VALIDATE
Diago;544283;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Corral;544292;PLN;FT;http://sws.geonames.org/3124527;Corral;not;;;null;Geonames;FOUND
Loba;544334;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Diago;544558;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Corral;544567;PLN;FT;http://sws.geonames.org/3124527;Corral;not;;;null;Geonames;FOUND
Francos;544760;PLN;FT;http://sws.geonames.org/6698661; ;not;;;null;Geonames;FOUND
C'uleman;544787;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
C'ag;544837;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
cosa;545216;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;545485;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Yo;545604;UN;UNI;;;not;;;;;UNIDENTIFIED
Johan;545607;PN;FT;;;;;;;;FOUND
Perez;545613;PN;FT;;;;;;;;FOUND
Millan;545628;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Perez;545636;PN;FT; ; ;not; ; ; ; ;FOUND
Roy;545732;PN;GENT;;;;;;;;VALIDATE
Martinez;545736;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Alfonsso;545752;PN;FT;;;;;;;;FOUND
Dios;545779;PN;FT;;;;;;;;FOUND
Castiella;545792;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Toledo;545805;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;545815;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
Gallizia;545823;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;545835;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;545846;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murçia;545857;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;545867;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;545879;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Bien;545946;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Seuilla;546102;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;546198;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Agora;546325;PLN;FT;http://pleiades.stoa.org/places/501332; ;not; ; ;An ancient place, cited: BAtlas 51 H3 Agora;Medieval;FOUND
Onde;546427;PLN;FT;http://sws.geonames.org/6526771; ;not; ; ;null;Medieval;FOUND
Dada;546702;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
dias;546721;APLN;AT;http://pleiades.stoa.org/places/642516; ;yes;CN;;An ancient place, cited: BAtlas 65 unlocated Dias;Medieval;VALIDATE
Yo;546768;UN;UNI;;;not;;;;;UNIDENTIFIED
Sancho;546771;APLN;AT;http://sws.geonames.org/9170929; ;yes;PN; ;null;Geonames;VALIDATE
Perez;546778;PN;FT;;;;;;;;FOUND
Notario;546784;UN;UNI;;;not;;;;;UNIDENTIFIED
Camara;546799;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Baeça;546827;PLN;FT;https://pleiades.stoa.org/places/266099;Baeza;not;;;null;Medieval;FOUND
Andaluzia;546880;PLN;FT;http://sws.geonames.org/2593109/;Andalucía;not; ; ; ;Medieval;FOUND
Roy;546933;PN;GENT;;;;;;;;VALIDATE
Martinez;546937;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Alfonso;546953;PN;FT;;;;;;;;FOUND
Dios;546979;PN;FT;;;;;;;;FOUND
Castiella;546992;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Toledo;547005;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;547015;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
Gallizia;547023;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
