Gallizia;28686;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;28698;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;28709;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;28720;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jaen;28733;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;28905;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;28918;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;28928;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;28936;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;28948;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;28959;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;28970;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jaen;28983;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Reyna;29003;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/678362;null;not; ; ;An ancient place, cited: BAtlas 69 B4 Reina;Medieval;FOUND
Santiague;29166;PLN;FT;http://sws.geonames.org/9224885; ;not;;;null;Medieval;FOUND
Montemolin;29291;PLN;FT;https://pleiades.stoa.org/places/256309;Montemolín;not;;;null;Medieval;FOUND
Niebla;29323;PLN;FT;https://pleiades.stoa.org/places/256221;Niebla;not;;;null;Medieval;FOUND
Cantillana;29406;PLN;FT;https://pleiades.stoa.org/places/256323;Cantillana;not;;;null;Medieval;FOUND
Niebla;29633;PLN;FT;https://pleiades.stoa.org/places/256221;Niebla;not;;;null;Medieval;FOUND
cosa;30194;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Facta;30341;PLN;FT;http://sws.geonames.org/3122691; ;not; ; ;null;Medieval;FOUND
M;30412;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Toleto;30484;PLN;GENT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;VALIDATE
Castiella;30746;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;30760;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;30770;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;30778;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;30790;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;30801;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murçia;30812;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jaen;30824;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Cordoua;30869;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Rey;31095;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
cosa;31587;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;31837;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Rey;31879;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Fromesta;31983;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;32175;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;32189;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;32199;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;32207;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;32219;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;32230;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;32241;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;32253;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Cartagena;32294;PLN;FT;http://sws.geonames.org/6359521; ;not;;;null;Geonames;FOUND
cosa;33147;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;33398;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Rey;33440;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Fromesta;33545;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;33693;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;33707;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;33717;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;33725;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;33737;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;33748;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;33759;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;33771;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Reyna;33792;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/678362;null;not; ; ;An ancient place, cited: BAtlas 69 B4 Reina;Medieval;FOUND
Seuilla;33854;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Garcia;34099;APLN;AT;http://sws.geonames.org/6361308; ;yes;PN; ;null;Geonames;VALIDATE
Salteras;34357;PLN;FT;https://pleiades.stoa.org/places/256352/;Salteras;not; ; ;null;Medieval;FOUND
Ziza;34501;PLN;FT;http://pleiades.stoa.org/places/697767;null;not; ; ;An ancient place, cited: BAtlas 71 B2 Ziza;Pleiades;FOUND
Borg;35103;PLN;FT;http://pleiades.stoa.org/places/272861914;null;not;;;A large Roman courtyard villa covering ca. 7.5 ha.;Pleiades;FOUND
C'ahele;35148;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rodrigo;35177;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Borg;35239;PLN;FT;http://pleiades.stoa.org/places/272861914; ;not; ; ;A large Roman courtyard villa covering ca. 7.5 ha.;Medieval;FOUND
Borg;35416;PLN;FT;http://pleiades.stoa.org/places/272861914; ;not;;;A large Roman courtyard villa covering ca. 7.5 ha.;Medieval;FOUND
Seuilla;35865;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;35966;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Torquemada;36866;PLN;FT;http://sws.geonames.org/6360121; ;not;;;null;Geonames;FOUND
Pedro;36904;APLN;AT;http://sws.geonames.org/3114106;Pedro;yes;PN; ;null;Geonames;VALIDATE
Seuilla;37658;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Onde;37668;PLN;FT;http://sws.geonames.org/6526771; ;not; ; ;null;Medieval;FOUND
cosa;37841;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;38077;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Algarue;38403;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Seuilla;38628;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Toledo;38672;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Sanctiago;38717;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Granada;38776;PLN;FT;http://sws.geonames.org/6357709;Granada;not;;;null;Medieval;FOUND
Murcia;38853;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Niebla;38911;PLN;FT;https://pleiades.stoa.org/places/256221;Niebla;not;;;null;Medieval;FOUND
Burgos;38974;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Palencia;39015;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Segouia;39057;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Siguença;39097;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Osma;39136;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Cuenca;39173;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Auila;39213;PLN;FT;http://pleiades.stoa.org/places/236361;Ávila;not;;; ;Medieval;FOUND
Calaforra;39251;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Medieval;FOUND
Cordoua;39291;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Plazencia;39330;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Jahen;39375;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Cartagena;39417;PLN;FT;http://sws.geonames.org/6359521; ;not;;;null;Geonames;FOUND
Calatraua;39470;PLN;FT; ; ;not;;; ;Medieval;FOUND
La;40066;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Leon;40080;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Ouiedo;40114;PPLN;PPT; ; ;not;;; ; ;VALIDATE
C'amora;40153;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Salamanca;40193;PLN;FT;http://pleiades.stoa.org/places/236642;Salamanca;not;;; ;Medieval;FOUND
Astorga;40235;PLN;FT;http://sws.geonames.org/6358559;Astorga,Astorgo,Asturica Augusta,Estorga,a si tuo er jia,aseutoleuga,astrqt,astwrkha,asutoruga,Асторга,Աստորգա,آستورخا,أسترقة,アストルガ,阿斯托尔加,아스토르가;not;;;null;Geonames;FOUND
Cibdat;40277;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Lugo;40317;PLN;FT;http://sws.geonames.org/6359189;Gorad Luga,Lougo,Lucus Augusti,Lugas,Lugo,Lugu,lu gao,lu ge,lu ko,lugo,luko,lwghw,lwgw,rugo,Λούγο,Горад Луга,Луго,Լուգո,לוגו,لوغو,لوگو,लूगो,லுகோ,ลูโก,ლუგო,ሉጎ,ルーゴ,卢戈,盧高,루고;not;;;null;Geonames;FOUND
Orens;40354;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/992080;null;not;;;An ancient place, cited: BAtlas 101 M6 Oriens;Medieval;FOUND
Tuy;40390;PLN;FT;http://sws.geonames.org/6360252;Tuj,Tuy,to~ui,tu yi,twy,Туй,توي,توی,トゥイ,图伊;not;;;null;Medieval;FOUND
Mendonnedo;40426;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Sanctiago;40516;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Sanctiago;40766;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;41001;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Murcia;41066;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Fromesta;41391;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;41571;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;41584;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;41594;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;41602;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;41614;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;41625;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;41636;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;41648;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Segouia;41760;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Segouiola;41843;PLN;FT;http://www.geonames.org/2521154/;Benacazón;not; ; ;null;Medieval;FOUND
Chichinat;42437;PPLN;PPT;;;not;;;;;VALIDATE
Auenzohar;42447;PPLN;PPT;;;not;;;;;VALIDATE
Segouia;42697;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
cosa;43131;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;43380;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Algarue;43706;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Seuilla;43899;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Toledo;43939;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Sanctiago;43980;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Naçar;44022;PLN;FT;http://sws.geonames.org/6359730; ;not; ; ;null;Medieval;FOUND
Granada;44035;PLN;FT;http://sws.geonames.org/6357709;Granada;not;;;null;Medieval;FOUND
Murcia;44112;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Niebla;44170;PLN;FT;https://pleiades.stoa.org/places/256221;Niebla;not;;;null;Medieval;FOUND
Burgos;44229;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Palencia;44270;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Segouia;44312;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Siguença;44351;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Osma;44390;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Cuenca;44427;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Auila;44467;PLN;FT;http://pleiades.stoa.org/places/236361;Ávila;not;;; ;Medieval;FOUND
Calaforra;44505;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Medieval;FOUND
Cordoua;44545;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Plazenzia;44584;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Jahen;44629;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Carthagena;44670;PLN;FT;http://sws.geonames.org/6359521; ;not;;;null;Medieval;FOUND
Calatraua;44725;PLN;FT; ; ;not;;; ;Medieval;FOUND
La;45322;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Leon;45336;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Ouiedo;45369;PPLN;PPT; ; ;not;;; ; ;VALIDATE
C'amora;45407;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Salamanca;45446;PLN;FT;http://pleiades.stoa.org/places/236642;Salamanca;not;;; ;Medieval;FOUND
Astorga;45487;PLN;FT;http://sws.geonames.org/6358559;Astorga,Astorgo,Asturica Augusta,Estorga,a si tuo er jia,aseutoleuga,astrqt,astwrkha,asutoruga,Асторга,Աստորգա,آستورخا,أسترقة,アストルガ,阿斯托尔加,아스토르가;not;;;null;Geonames;FOUND
Cibdad;45529;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Lugo;45569;PLN;FT;http://sws.geonames.org/6359189;Gorad Luga,Lougo,Lucus Augusti,Lugas,Lugo,Lugu,lu gao,lu ge,lu ko,lugo,luko,lwghw,lwgw,rugo,Λούγο,Горад Луга,Луго,Լուգո,לוגו,لوغو,لوگو,लूगो,லுகோ,ลูโก,ლუგო,ሉጎ,ルーゴ,卢戈,盧高,루고;not;;;null;Geonames;FOUND
Orens;45606;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/992080;null;not;;;An ancient place, cited: BAtlas 101 M6 Oriens;Medieval;FOUND
Tui;45642;PLN;FT;http://sws.geonames.org/6360252;Tuj,Tuy,to~ui,tu yi,twy,Туй,توي,توی,トゥイ,图伊;not;;;null;Geonames;FOUND
Mendonnedo;45678;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Sanctiago;45740;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Sanctiago;45989;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;46220;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Murcia;46281;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Xodar;46367;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Frontera;46391;PLN;FT;http://sws.geonames.org/6534185; ;not; ; ;null;Geonames;FOUND
Leon;46443;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;46487;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Fromesta;46571;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;46706;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;46719;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;46729;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;46737;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;46749;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;46760;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;46771;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;46783;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Segouia;46852;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Barrio;46891;PLN;FT;http://sws.geonames.org/3128611; ;not;;;null;Geonames;FOUND
Francos;46901;PLN;FT;http://sws.geonames.org/6698661; ;not;;;null;Geonames;FOUND
Domingo;47138;PPLN;PPT; ; ;not;;; ; ;VALIDATE
cosa;47610;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;47859;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Fromesta;48003;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;48151;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;48165;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;48175;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;48183;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;48195;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;48206;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;48217;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;48229;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Auila;48298;PLN;FT;http://pleiades.stoa.org/places/236361;Ávila;not;;; ;Medieval;FOUND
Sant Lorent;48359;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Fortun;48427;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Domingo;48450;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castro;48493;PLN;FT;http://pleiades.stoa.org/places/413072;null;not;;;An ancient place, cited: BAtlas 42 B3 Castro;Pleiades;FOUND
Rey;48514;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
cosa;48996;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;49248;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Rey;49290;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Fromesta;49396;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;49543;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;49557;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;49567;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;49575;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuillia;49587;PLN;FT;http://sws.geonames.org/2510911/;Sevilla;not;;;null;Medieval;FOUND
Cordoua;49599;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;49610;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jaen;49622;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Santa Maria;49836;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Rey;49906;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Sisa;49957;PPLN;GENT;http://sws.geonames.org/6358418; ; ; ; ;null;Geonames;VALIDATE
Rey;50063;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
cosa;50574;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;50825;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Rey;50868;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Fromesta;50972;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;51117;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;51131;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;51141;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;51149;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;51161;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;51172;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murçia;51183;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jaen;51195;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Eglesia de Santa Maria;51282;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Seuilla;51286;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Façalcaçar;51726;PPLN;PPT;;;not;;;;;VALIDATE
cosa;52192;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;52442;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Rey;52484;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Fromesta;52585;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;52773;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;52787;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;52797;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;52805;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuillia;52817;PLN;FT;http://sws.geonames.org/2510911/;Sevilla;not;;;null;Medieval;FOUND
Cordoua;52829;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murçia;52840;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jaen;52852;PPLN;PPT; ; ;not;;; ; ;VALIDATE
cosa;53820;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;54010;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Fromesta;54154;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;54345;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;54359;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;54369;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;54377;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilia;54389;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;;null;Medieval;FOUND
Cordoua;54400;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;54411;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;54423;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Maria de Seuilia;54498;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Façalcaçar;54953;PPLN;PPT;;;not;;;;;VALIDATE
Seuilia;55054;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;;null;Medieval;FOUND
Sanctiago;55260;PPLN;PPT; ; ;not;;; ; ;VALIDATE
