TERM;POSITION;TYPE;MODE;URI;CURRENT_TERM;AMBIGUOUS;ANOTHER_MEANING;ANOTHER_MEANING_URI;DESCRIPTION;GAZETTEER;VERIFICATION
Pero;46346;PPN;PPT;;;;;;;;VALIDATE
Palencia;46362;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Remondo;46386;PPN;PPT;;;;;;;;VALIDATE
Segouia;46405;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Pero;46428;PPN;PPT;;;;;;;;VALIDATE
Siguenza;46444;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Gil;46468;PPN;PPT;;;;;;;;VALIDATE
Osma;46483;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Mathe;46503;PPN;PPT;;;;;;;;VALIDATE
Cuenca;46520;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Benito;46542;PPN;PPT;;;;;;;;VALIDATE
Auila;46560;PLN;FT;http://pleiades.stoa.org/places/236361;Ávila;not;;;null;Freeling;FOUND
Aznar;46581;PPN;PPT;;;;;;;;VALIDATE
Calahorra;46598;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Geonames;FOUND
Lop;46623;PPN;PPT;;;;;;;;VALIDATE
Cordoua;46638;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Adam;46661;PN;FT;;;;;;;;FOUND
Plazencia;46677;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pascual;46702;PPN;PPT;;;;;;;;VALIDATE
Jahen;46721;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Pero;46747;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Cartagena;46762;PLN;FT;http://sws.geonames.org/6359521; ;not;;;null;Geonames;FOUND
Pedryuannes;46787;PPN;PPT;;;;;;;;VALIDATE
Calatraua;46823;PN;FT;;;;;;;;FOUND
Nunno;46848;PPN;PPT;;;;;;;;VALIDATE
Gonzaluez;46854;PPN;PPT;;;;;;;;VALIDATE
Alfonso;46879;PN;FT;;;;;;;;FOUND
Lopez;46887;PPN;PPT;;;;;;;;VALIDATE
Rodrigo;46908;PPN;PPT;;;;;;;;VALIDATE
Gonzaluez;46916;PPN;PPT;;;;;;;;VALIDATE
Symon;46941;PN;FT;;;;;;;;FOUND
Royz;46947;PN;FT;;;;;;;;FOUND
Alfonso;46967;PN;FT;;;;;;;;FOUND
Tellez;46975;PPN;PPT;;;;;;;;VALIDATE
Ferrand;47020;PN;FT;;;yes;APLN;;;;FOUND
Royz;47028;PN;FT;;;yes;APLN;;;;FOUND
Castro;47036;PPN;PPT;;;yes;APLN;;;;VALIDATE
Pero;47058;PPN;PPT;;;;;;;;VALIDATE
Nunnez;47063;PN;FT;;;;;;;;FOUND
Nunno;47085;PPN;PPT;;;;;;;;VALIDATE
Guillem;47091;PN;FT;;;;;;;;FOUND
Pero;47114;PPN;PPT;;;;;;;;VALIDATE
Guzman;47119;PN;FT;;;;;;;;FOUND
Rodrigo;47141;PPN;PPT;;;;;;;;VALIDATE
Gonzaluez;47149;PPN;PPT;;;;;;;;VALIDATE
Rodrig;47183;PPN;PPT;;;;;;;;VALIDATE
Aluarez;47190;PN;FT;;;;;;;;FOUND
Ferrand;47213;PN;FT;;;;;;;;FOUND
Garcia;47221;PN;FT;;;;;;;;FOUND
Alfonso;47243;PN;FT;;;;;;;;FOUND
Garcia;47251;PN;FT;;;;;;;;FOUND
Diago;47273;PPN;PPT;;;;;;;;VALIDATE
Gomez;47279;PN;FT;;;;;;;;FOUND
Gomez;47300;PN;FT;;;;;;;;FOUND
Royz;47306;PN;FT;;;;;;;;FOUND
Gaston;47326;PPN;PPT;;;;;;;;VALIDATE
Beart;47346;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Gui;47384;PPN;PPT;;;;;;;;VALIDATE
Limoges;47401;PPLN;PPT; ; ;not;;; ; ;VALIDATE
El;47437;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Iuan;47469;PPN;PPT;;;;;;;;VALIDATE
Garcia;47474;PN;FT;;;;;;;;FOUND
Aben;47530;PPN;PPT;;;;;;;;VALIDATE
Mahfot;47535;PPN;PPT;;;;;;;;VALIDATE
Niebla;47550;PLN;FT;https://pleiades.stoa.org/places/256221;Niebla;not;;;null;Medieval;FOUND
Martin;47589;PN;FT;;;;;;;;FOUND
Ferrandez;47596;PN;FT;;;;;;;;FOUND
Leon;47617;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Pero;47637;PPN;PPT;;;;;;;;VALIDATE
Ouiedo;47653;PPLN;PPT; ; ;not;;; ; ;VALIDATE
La;47671;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Zamora;47685;PLN;FT;http://sws.geonames.org/6362695; ;not;;;null;Geonames;FOUND
Pero;47704;PPN;PPT;;;;;;;;VALIDATE
Salamanca;47720;PLN;FT;http://pleiades.stoa.org/places/236642;Salamanca;not;;;null;Freeling;FOUND
Pero;47745;PPN;PPT;;;;;;;;VALIDATE
Astorga;47761;PLN;FT;http://sws.geonames.org/6358559;Astorga,Astorgo,Asturica Augusta,Estorga,a si tuo er jia,aseutoleuga,astrqt,astwrkha,asutoruga,Асторга,Աստորգա,آستورخا,أسترقة,アストルガ,阿斯托尔加,아스토르가;not;;;null;Geonames;FOUND
Leonard;47784;PPN;PPT;;;;;;;;VALIDATE
Cipdat;47803;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Migael;47825;PPN;PPT;;;;;;;;VALIDATE
Lugo;47843;PLN;FT;http://sws.geonames.org/6359189;Gorad Luga,Lougo,Lucus Augusti,Lugas,Lugo,Lugu,lu gao,lu ge,lu ko,lugo,luko,lwghw,lwgw,rugo,Λούγο,Горад Луга,Луго,Լուգո,לוגו,لوغو,لوگو,लूगो,லுகோ,ลูโก,ლუგო,ሉጎ,ルーゴ,卢戈,盧高,루고;not;;;null;Geonames;FOUND
Johan;47863;PN;FT;;;;;;;;FOUND
Orens;47880;PPLN;GENT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/992080;null;not;;;An ancient place, cited: BAtlas 101 M6 Oriens;Pleiades;VALIDATE
Gil;47901;PPN;PPT;;;;;;;;VALIDATE
Tuy;47916;PPLN;GENT;http://sws.geonames.org/6360252;Tuj,Tuy,to~ui,tu yi,twy,Туй,توي,توی,トゥイ,图伊;not;;;null;Geonames;VALIDATE
Johan;47935;PN;FT;;;;;;;;FOUND
Mendonedo;47952;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pero;47977;PPN;PPT;;;;;;;;VALIDATE
Coria;47993;PLN;FT;http://sws.geonames.org/6356764;Coria,Còria,Cória,Koria,Korija,ke li ya,qwryt,Кория,Корія,Կորիա,قورية,科里亚;not;;;null;Geonames;FOUND
Robert;48019;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Silue;48036;PPLN;GENT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/688028;null;not;;;An ancient place, cited: BAtlas 70 G1 Silo;Pleiades;VALIDATE
Pelay;48057;PPN;PPT;;;;;;;;VALIDATE
Perez;48063;PN;FT;;;;;;;;FOUND
Sanctyago;48093;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rodrigo;48118;PPN;PPT;;;;;;;;VALIDATE
Alfonso;48126;PN;FT;;;;;;;;FOUND
Martin;48149;PN;FT;;;;;;;;FOUND
Alfonso;48156;PN;FT;;;;;;;;FOUND
Rodrigo;48179;PPN;PPT;;;;;;;;VALIDATE
Gomez;48187;PN;FT;;;;;;;;FOUND
Rodrigo;48208;PPN;PPT;;;;;;;;VALIDATE
Frolaz;48216;PPN;PPT;;;;;;;;VALIDATE
Johan;48238;PN;FT;;;;;;;;FOUND
Perez;48244;PN;FT;;;;;;;;FOUND
Ferrand;48265;PN;FT;;;;;;;;FOUND
Yuannes;48273;PPN;PPT;;;;;;;;VALIDATE
Martin;48296;PN;FT;;;;;;;;FOUND
Gil;48303;PPN;PPT;;;;;;;;VALIDATE
Andreo;48322;PPN;PPT;;;;;;;;VALIDATE
Sanctiago;48344;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Gonzaluo;48369;PPN;PPT;;;;;;;;VALIDATE
Ramirez;48378;PPN;PPT;;;;;;;;VALIDATE
Rodrigo;48401;PPN;PPT;;;;;;;;VALIDATE
Rodriguez;48409;PN;FT;;;;;;;;FOUND
Aluar;48434;PN;FT;;;;;;;;FOUND
Diaz;48440;PN;FT;;;;;;;;FOUND
Pelay;48460;PPN;PPT;;;;;;;;VALIDATE
Perez;48466;PN;FT;;;;;;;;FOUND
Sancho;48534;PN;FT;;;yes;APLN;;;;FOUND
Martinez;48541;PN;FT;;;yes;APLN;;;;FOUND
Xodar;48553;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Garci;48596;PN;FT;;;;;;;;FOUND
Perez;48602;PN;FT;;;;;;;;FOUND
Toledo;48611;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Suero;48757;PPN;PPT;;;;;;;;VALIDATE
Perez;48763;PN;FT;;;;;;;;FOUND
Johan;48804;PN;FT;;;;;;;;FOUND
Perez;48810;PN;FT;;;;;;;;FOUND
Cuenca;48819;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Alfonso;48870;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Connosçuda;48886;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso;48959;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;48984;PN;FT;;;;;;;;FOUND
Castiella;48997;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;49010;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;49020;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;49028;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;49040;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;;null;Medieval;FOUND
Cordoua;49051;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;49062;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;49074;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Yolant;49107;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Berenguella;49157;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Beatriz;49188;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10241696;null;Geonames;FOUND
Sancho;49218;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Dios;49242;PN;FT;;;;;;;;FOUND
Sancta;49272;PPN;GENT; ;;;;;;;VALIDATE
Maria de Toledo;49280;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Fuentes;49328;PLN;FT;http://sws.geonames.org/6357439; ;not; ; ;null;Geonames;FOUND
Fita;49345;PPLN;PPT; ; ;not;;; ; ;VALIDATE
C'uferuela;49374;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Toledo;49467;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Toledo;49922;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
cosa;50199;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Sancho;50447;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Dios;50471;PN;FT;;;;;;;;FOUND
Toledo;50501;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Dios;50615;PN;FT;;;;;;;;FOUND
Castiella;50628;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;50641;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;50651;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;50659;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;50671;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;;null;Medieval;FOUND
Cordoua;50682;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;50693;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;50705;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Fita;50795;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Toledo;51323;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Sancho;51390;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Alfonso;51480;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Yolant ;51522;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Berenguella;51573;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Beatriz;51604;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10241696;null;Geonames;FOUND
Algarue;51725;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Fecha ;51770;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Odoart;51925;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Henrric;51964;PN;FT;;;;;;;;FOUND
Henrric;51964;PN;FT;;;;;;;;FOUND
Anglatierra;51975;PPLN;PPT;;;not;;;;;VALIDATE
Alfonso;52029;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Alfonso;52074;PN;FT;;;yes;APLN;;;;FOUND
Molina;52085;PN;FT;;;yes;APLN;;;;FOUND
Frederic;52106;PPN;PPT;;;;;;;;VALIDATE
Henrric;52129;PN;FT;;;;;;;;FOUND
Manuel;52151;PN;FT;;;;;;;;FOUND
Ferrando;52172;PN;FT;;;;;;;;FOUND
Felipp;52196;PN;FT;;;;;;;;FOUND
Seuilla;52214;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;;null;Medieval;FOUND
Sancho;52236;PN;FT;;;;;;;;FOUND
Toledo;52254;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Johan;52296;PN;FT;;;;;;;;FOUND
Sanctyago;52316;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Granada;52407;PLN;FT;http://sws.geonames.org/6357709;Granada;yes;PN; ;null;Medieval;FOUND
Rey;52429;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Mahomat;52447;PN;FT;;;;;;;;FOUND
Aben;52455;PPN;PPT;;;;;;;;VALIDATE
Mahomat;52460;PN;FT;;;;;;;;FOUND
Aben;52468;PPN;PPT;;;;;;;;VALIDATE
Hut;52473;PPN;PPT;;;;;;;;VALIDATE
Murcia;52485;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Aben;52523;PPN;PPT;;;;;;;;VALIDATE
Mahfot;52528;PPN;PPT;;;;;;;;VALIDATE
Niebla;52543;PLN;FT;https://pleiades.stoa.org/places/256221;Niebla;not;;;null;Medieval;FOUND
Apparicio;52582;PPN;PPT;;;;;;;;VALIDATE
Burgos;52603;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Pero;52625;PPN;PPT;;;;;;;;VALIDATE
Palencia;52641;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Remondo;52665;PPN;PPT;;;;;;;;VALIDATE
Segouia;52684;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Pero;52707;PPN;PPT;;;;;;;;VALIDATE
Siguença;52723;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Gil;52747;PPN;PPT;;;;;;;;VALIDATE
Osma;52762;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Mathe;52782;PPN;PPT;;;;;;;;VALIDATE
Cuenca;52799;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Benito;52821;PPN;PPT;;;;;;;;VALIDATE
Auila;52839;PLN;FT;http://pleiades.stoa.org/places/236361;Ávila;not;;; ;Medieval;FOUND
Aznar;52860;PPN;PPT;;;;;;;;VALIDATE
Calahorra;52877;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Geonames;FOUND
Lop;52902;PPN;PPT;;;;;;;;VALIDATE
Cordoua;52917;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Adam;52940;PN;FT;;;;;;;;FOUND
Plazencia;52956;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pascual;52981;PPN;PPT;;;;;;;;VALIDATE
Jahen;53000;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Pero;53026;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Cartagena;53041;PLN;FT;http://sws.geonames.org/6359521; ;not;;;null;Geonames;FOUND
Pedryuannes;53066;PPN;PPT;;;;;;;;VALIDATE
Orden;53093;UN;UNI;;;not;;;;;UNIDENTIFIED
Calatraua;53102;PN;FT;;;;;;;;FOUND
Castiella;53163;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Garci;53184;PN;FT;;;;;;;;FOUND
Suarez;53190;UN;UNI;;;not;;;;;UNIDENTIFIED
Murcia;53226;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Ferrando;53252;PN;FT;;;;;;;;FOUND
Nunno;53305;PPN;PPT;;;;;;;;VALIDATE
Gonçaluez;53311;PPN;PPT;;;;;;;;VALIDATE
Alfonso;53336;PN;FT;;;;;;;;FOUND
Lopez;53344;PPN;PPT;;;;;;;;VALIDATE
Rodrigo;53365;PPN;PPT;;;;;;;;VALIDATE
Gonçaluez;53373;PPN;PPT;;;;;;;;VALIDATE
Symon;53398;PN;FT;;;;;;;;FOUND
Royz;53404;PN;FT;;;;;;;;FOUND
Alfonso;53424;PN;FT;;;;;;;;FOUND
Tellez;53432;PPN;PPT;;;;;;;;VALIDATE
Ferrand;53477;PN;FT;;;yes;APLN;;;;FOUND
Royz;53485;PN;FT;;;yes;APLN;;;;FOUND
Castro;53493;PPN;PPT;;;yes;APLN;;;;VALIDATE
Pero;53515;PPN;PPT;;;;;;;;VALIDATE
Nunnez;53520;PN;FT;;;;;;;;FOUND
Nunno;53542;PPN;PPT;;;;;;;;VALIDATE
Guillem;53548;PN;FT;;;;;;;;FOUND
Pero;53571;PPN;PPT;;;;;;;;VALIDATE
Guzman;53576;PN;FT;;;;;;;;FOUND
Rodrigo;53598;PPN;PPT;;;;;;;;VALIDATE
Gonçaluez;53606;PPN;PPT;;;;;;;;VALIDATE
Rodrig;53640;PPN;PPT;;;;;;;;VALIDATE
Aluarez;53647;PN;FT;;;;;;;;FOUND
Ferrand;53670;PN;FT;;;;;;;;FOUND
Garcia;53678;PN;FT;;;;;;;;FOUND
Alfonso;53700;PN;FT;;;;;;;;FOUND
Garcia;53708;PN;FT;;;;;;;;FOUND
Diago;53730;PPN;PPT;;;;;;;;VALIDATE
Gomez;53736;PN;FT;;;;;;;;FOUND
Gomez;53757;PN;FT;;;;;;;;FOUND
Royz;53763;PN;FT;;;;;;;;FOUND
Gaston;53783;PPN;PPT;;;;;;;;VALIDATE
Beart;53803;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rey;53823;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Gui;53842;PPN;PPT;;;;;;;;VALIDATE
Limoges;53859;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rey;53881;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Signo;53896;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso ;53914;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Iuan;53927;PPN;PPT;;;;;;;;VALIDATE
Garcia;53932;PN;FT;;;;;;;;FOUND
El;53982;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Sancho;54059;PN;FT;;;yes;APLN;;;;FOUND
Martinez;54066;PN;FT;;;yes;APLN;;;;FOUND
Xodar;54078;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Garci;54121;PN;FT;;;;;;;;FOUND
Perez;54127;PN;FT;;;;;;;;FOUND
Toledo;54136;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Martin;54187;PN;FT;;;;;;;;FOUND
Ferrandez;54194;PN;FT;;;;;;;;FOUND
Leon;54215;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Pero;54235;PPN;PPT;;;;;;;;VALIDATE
Ouiedo;54251;PPLN;PPT; ; ;not;;; ; ;VALIDATE
La;54269;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
C'amora;54283;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pero;54303;PPN;PPT;;;;;;;;VALIDATE
Salamanca;54319;PLN;FT;http://pleiades.stoa.org/places/236642;Salamanca;not;;; ;Medieval;FOUND
Pedro;54344;PN;FT;;;;;;;;FOUND
Astorga;54361;PLN;FT;http://sws.geonames.org/6358559;Astorga,Astorgo,Asturica Augusta,Estorga,a si tuo er jia,aseutoleuga,astrqt,astwrkha,asutoruga,Асторга,Աստորգա,آستورخا,أسترقة,アストルガ,阿斯托尔加,아스토르가;not;;;null;Geonames;FOUND
Leonard;54384;PPN;PPT;;;;;;;;VALIDATE
Cibdat;54403;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Migael;54425;PPN;PPT;;;;;;;;VALIDATE
Lugo;54443;PLN;FT;http://sws.geonames.org/6359189;Gorad Luga,Lougo,Lucus Augusti,Lugas,Lugo,Lugu,lu gao,lu ge,lu ko,lugo,luko,lwghw,lwgw,rugo,Λούγο,Горад Луга,Луго,Լուգո,לוגו,لوغو,لوگو,लूगो,லுகோ,ลูโก,ლუგო,ሉጎ,ルーゴ,卢戈,盧高,루고;not;;;null;Geonames;FOUND
Johan;54463;PN;FT;;;;;;;;FOUND
Orens;54480;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/992080;null;not;;;An ancient place, cited: BAtlas 101 M6 Oriens;Medieval;FOUND
Gil;54501;PPN;PPT;;;;;;;;VALIDATE
Tuy;54516;PLN;FT;http://sws.geonames.org/6360252;Tuj,Tuy,to~ui,tu yi,twy,Туй,توي,توی,トゥイ,图伊;not;;;null;Medieval;FOUND
Johan;54535;PN;FT;;;;;;;;FOUND
Mondonnedo;54552;PPLN;GENT;http://sws.geonames.org/6359191; ;not;;;null;Geonames;VALIDATE
Pero;54578;PPN;PPT;;;;;;;;VALIDATE
Coria;54594;PLN;FT;http://sws.geonames.org/6356764;Coria,Còria,Cória,Koria,Korija,ke li ya,qwryt,Кория,Корія,Կորիա,قورية,科里亚;not;;;null;Geonames;FOUND
Robert;54620;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Silue;54637;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/688028;null;not;;;An ancient place, cited: BAtlas 70 G1 Silo;Medieval;FOUND
Pelay;54658;PPN;PPT;;;;;;;;VALIDATE
Perez;54664;PN;FT;;;;;;;;FOUND
Orden;54685;UN;UNI;;;not;;;;;UNIDENTIFIED
Sanctyago;54694;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Gonçaluo;54715;PN;FT;;;;;;;;FOUND
Morant;54724;UN;UNI;;;not;;;;;UNIDENTIFIED
Rodrig;54861;PPN;PPT;;;;;;;;VALIDATE
Alfonso;54868;PN;FT;;;;;;;;FOUND
Martin;54891;PN;FT;;;;;;;;FOUND
Alfonso;54898;PN;FT;;;;;;;;FOUND
Rodrigo;54921;PPN;PPT;;;;;;;;VALIDATE
Gomez;54929;PN;FT;;;;;;;;FOUND
Rodrigo;54950;PPN;PPT;;;;;;;;VALIDATE
Frolaz;54958;PPN;PPT;;;;;;;;VALIDATE
Johan;54980;PN;FT;;;;;;;;FOUND
Perez;54986;PN;FT;;;;;;;;FOUND
Ferand;55007;PPN;PPT;;;;;;;;VALIDATE
Yuannes;55014;PPN;PPT;;;;;;;;VALIDATE
Martin;55037;PN;FT;;;;;;;;FOUND
Gil;55044;PPN;PPT;;;;;;;;VALIDATE
Andreo;55063;PPN;PPT;;;;;;;;VALIDATE
Sanctyago;55085;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Gonçaluo;55110;PN;FT;;;;;;;;FOUND
Ramirez;55119;PPN;PPT;;;;;;;;VALIDATE
Rodrigo;55142;PPN;PPT;;;;;;;;VALIDATE
Rodriguez;55150;PN;FT;;;;;;;;FOUND
Aluar;55175;PN;FT;;;;;;;;FOUND
Diaz;55181;PN;FT;;;;;;;;FOUND
Pelay;55201;PPN;PPT;;;;;;;;VALIDATE
Perez;55207;PN;FT;;;;;;;;FOUND
Millan;55224;UN;UNI;;;not;;;;;UNIDENTIFIED
Ayllon;55234;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Alfonso;55285;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Connosçuda;55301;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso ;55374;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Dios;55400;PN;FT;;;;;;;;FOUND
Castiella;55413;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;55426;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;55436;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;55444;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuillia;55456;PLN;FT;http://sws.geonames.org/2510911/;Sevilla;not;;;null;Medieval;FOUND
Cordoua;55468;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;55479;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;55491;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Sancho;55511;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Toledo;55554;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Fita;55597;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Garci Martinez de Toledo;55708;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Sancho;56022;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Toledo;56087;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Fecha;56240;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
