TERM;POSITION;TYPE;MODE;URI;CURRENT_TERM;AMBIGUOUS;ANOTHER_MEANING;ANOTHER_MEANING_URI;DESCRIPTION;GAZETTEER;VERIFICATION
Iohan;66170;PN;FT;;;;;;;;FOUND
Montfort;66236;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Mahomat;66274;PN;FT;;;;;;;;FOUND
Mahomat;66288;PN;FT; ; ;not; ; ; ; ;FOUND
Hut;66301;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Murcia;66312;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Gaston;66348;PPN;PPT;;;;;;;;VALIDATE
Beart;66368;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Gui;66403;PPN;PPT;;;;;;;;VALIDATE
Limoges;66420;PPLN;PPT; ; ;not;;; ; ;VALIDATE
El;66453;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Iuan;66485;PPN;PPT;;;;;;;;VALIDATE
Garcia;66490;PN;FT;;;;;;;;FOUND
Iohan;66546;PN;FT;;;;;;;;FOUND
Sanctiago;66566;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Aben;66608;PPN;PPT;;;;;;;;VALIDATE
Mafoth;66613;PPN;PPT;;;;;;;;VALIDATE
Niebla;66628;PLN;FT;https://pleiades.stoa.org/places/256221;Niebla;not;;;null;Medieval;FOUND
Martin;66664;PN;FT;;;;;;;;FOUND
Leon;66682;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Pero;66699;PPN;PPT;;;;;;;;VALIDATE
Ouiedo;66715;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Suero;66734;PPN;PPT;;;;;;;;VALIDATE
C'amora;66751;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pero;66771;PPN;PPT;;;;;;;;VALIDATE
Salamanca;66787;PLN;FT;http://pleiades.stoa.org/places/236642;Salamanca;not;;; ;Medieval;FOUND
Pero;66809;PPN;PPT;;;;;;;;VALIDATE
Astorga;66825;PLN;FT;http://sws.geonames.org/6358559;Astorga,Astorgo,Asturica Augusta,Estorga,a si tuo er jia,aseutoleuga,astrqt,astwrkha,asutoruga,Асторга,Աստորգա,آستورخا,أسترقة,アストルガ,阿斯托尔加,아스토르가;not;;;null;Geonames;FOUND
Leonart;66845;PPN;PPT;;;;;;;;VALIDATE
Cipdat;66864;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Migael;66883;PPN;PPT;;;;;;;;VALIDATE
Lugo;66901;PLN;FT;http://sws.geonames.org/6359189;Gorad Luga,Lougo,Lucus Augusti,Lugas,Lugo,Lugu,lu gao,lu ge,lu ko,lugo,luko,lwghw,lwgw,rugo,Λούγο,Горад Луга,Луго,Լուգո,לוגו,لوغو,لوگو,लूगो,லுகோ,ลูโก,ლუგო,ሉጎ,ルーゴ,卢戈,盧高,루고;not;;;null;Geonames;FOUND
Iohan;66918;PN;FT;;;;;;;;FOUND
Orens;66935;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/992080;null;not;;;An ancient place, cited: BAtlas 101 M6 Oriens;Medieval;FOUND
Gil;66953;PPN;PPT;;;;;;;;VALIDATE
Tuy;66968;PLN;FT;http://sws.geonames.org/6360252;Tuj,Tuy,to~ui,tu yi,twy,Туй,توي,توی,トゥイ,图伊;not;;;null;Medieval;FOUND
Iohan;66984;PN;FT;;;;;;;;FOUND
Mendonedo;67001;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pero;67023;PPN;PPT;;;;;;;;VALIDATE
Coria;67039;PLN;FT;http://sws.geonames.org/6356764;Coria,Còria,Cória,Koria,Korija,ke li ya,qwryt,Кория,Корія,Կորիա,قورية,科里亚;not;;;null;Geonames;FOUND
Robert;67062;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Silue;67079;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/688028;null;not;;;An ancient place, cited: BAtlas 70 G1 Silo;Medieval;FOUND
Pelay;67097;PPN;PPT;;;;;;;;VALIDATE
Perez;67103;PN;FT;;;;;;;;FOUND
Sanctiago;67133;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Garci;67155;PN;FT;;;;;;;;FOUND
Ferrandez;67161;PN;FT;;;;;;;;FOUND
Orden;67186;UN;UNI;;;not;;;;;UNIDENTIFIED
Alcantara;67195;PLN;FT;http://sws.geonames.org/10241080; ;not;;;null;Geonames;FOUND
Martin;67217;PN;FT;;;;;;;;FOUND
Nunnez;67224;PN;FT;;;;;;;;FOUND
Temple;67256;PLN;FT;http://sws.geonames.org/3108180; ;not;;;null;Geonames;FOUND
Manuel;67275;PN;FT;;;;;;;;FOUND
Ferrando;67294;PN;FT;;;;;;;;FOUND
Loys;67315;PN;FT;;;;;;;;FOUND
Alfonsso;67332;PN;FT;;;;;;;;FOUND
Rodrigo;67366;PPN;PPT;;;;;;;;VALIDATE
Alfonsso;67374;PN;FT;;;;;;;;FOUND
Martin;67395;PN;FT;;;;;;;;FOUND
Alfonsso;67402;PN;FT;;;;;;;;FOUND
Rodrigo;67423;PPN;PPT;;;;;;;;VALIDATE
Gomez;67431;PN;FT;;;;;;;;FOUND
Rodrigo;67449;PPN;PPT;;;;;;;;VALIDATE
Frolaz;67457;PPN;PPT;;;;;;;;VALIDATE
Iohan;67476;PN;FT;;;;;;;;FOUND
Perez;67482;PN;FT;;;;;;;;FOUND
Ferrant;67500;PPN;PPT;;;;;;;;VALIDATE
Yuannes;67508;PPN;PPT;;;;;;;;VALIDATE
Martin;67528;PN;FT;;;;;;;;FOUND
Gil;67535;PPN;PPT;;;;;;;;VALIDATE
Gonçaluo;67551;PN;FT;;;;;;;;FOUND
Ramirez;67560;PPN;PPT;;;;;;;;VALIDATE
Rodrigo;67580;PPN;PPT;;;;;;;;VALIDATE
Rodriguez;67588;PN;FT;;;;;;;;FOUND
Aluar;67610;PN;FT;;;;;;;;FOUND
Diaz;67616;PN;FT;;;;;;;;FOUND
Pelay;67633;PPN;PPT;;;;;;;;VALIDATE
Perez;67639;PN;FT;;;;;;;;FOUND
Garci;67653;PN;FT;;;;;;;;FOUND
Suarez;67659;UN;UNI;;;not;;;;;UNIDENTIFIED
Murcia;67693;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Ferrando;67712;PN;FT;;;;;;;;FOUND
Palencia;67732;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Sancho;67828;PN;FT;;;yes;APLN;;;;FOUND
Martinez;67835;PN;FT;;;yes;APLN;;;;FOUND
Xodar;67847;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Garci;67887;PN;FT;;;;;;;;FOUND
Perez;67893;PN;FT;;;;;;;;FOUND
Toledo;67902;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Andaluzia;67932;PLN;FT;http://sws.geonames.org/2593109/;Andalucía;not; ; ; ;Medieval;FOUND
Gonçaluo;67949;PN;FT;;;;;;;;FOUND
Morant;67958;UN;UNI;;;not;;;;;UNIDENTIFIED
Leon;67982;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;68023;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Suero;68044;PPN;PPT;;;;;;;;VALIDATE
C'amora;68061;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Johan;68103;PN;FT;;;;;;;;FOUND
Perez;68109;PN;FT;;;;;;;;FOUND
Cuenca;68118;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Alfonsso;68168;PN;FT; ; ;not; ; ; ; ;FOUND
Connosçuda;68185;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonsso;68252;PN;FT; ; ;not; ; ; ; ;FOUND
Dios;68278;PN;FT;;;;;;;;FOUND
Castiella;68291;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;68304;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;68314;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;68322;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;68334;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;;null;Medieval;FOUND
Cordoua;68345;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;68356;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;68368;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Sancho;68396;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Toledo;68425;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Dios;68565;PN;FT; ; ;not; ; ; ; ;FOUND
Dada;68726;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Gutier;68786;UN;UNI;;;not;;;;;UNIDENTIFIED
Gonzalez;68793;PLN;FT;http://sws.geonames.org/6478651; ;not;;;null;Geonames;FOUND
Alfonsso;68899;PN;FT;;;;;;;;FOUND
Dios;68926;PN;FT;;;;;;;;FOUND
Castiella;68939;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;68952;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;68962;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;68970;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;68982;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;;null;Medieval;FOUND
Cordoua;68993;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murçia;69004;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;69016;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Sepades ;69124;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Villa;69172;PLN;FT;http://sws.geonames.org/3105769; ;not;;;null;Geonames;FOUND
Real;69179;PLN;FT;http://sws.geonames.org/6521316; ;not; ; ;null;Geonames;FOUND
Pozuelo;69218;PLN;FT;http://sws.geonames.org/6355356; ;not; ; ;null;Geonames;FOUND
Gil;69233;PLN;FT;http://sws.geonames.org/10055472; ;not; ; ;null;Geonames;FOUND
Toledo;69344;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Seuilla;69353;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;;null;Medieval;FOUND
Murçia;69363;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Et ;69372;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Onde;69609;PPLN;GENT;http://sws.geonames.org/6526771; ; ; ; ;null;Geonames;VALIDATE
Dada;69914;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Mont Agudo;69922;PPLN;PPT;;;not;;;;;VALIDATE
Johan;69971;PN;FT;;;;;;;;FOUND
Mathe;69977;PLN;FT;http://pleiades.stoa.org/places/806354;null;not;;;An ancient place, cited: BAtlas 82 unlocated Mathe;Pleiades;FOUND
Connosçuda;70076;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonsso;70155;PN;FT; ; ;not; ; ; ; ;FOUND
Dios;70181;PN;FT;;;;;;;;FOUND
Castiella;70194;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;70207;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;70217;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;70225;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;70237;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;;null;Medieval;FOUND
Cordoua;70248;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;70259;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;70271;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Cuenca;70323;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Cuenca;70398;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Paracuellos;70454;PLN;FT;http://sws.geonames.org/6357491; ;not;;;null;Geonames;FOUND
Matheo;70847;PN;FT; ; ;not; ; ; ; ;FOUND
Dios;70871;PN;FT;;;;;;;;FOUND
Cuenca;70887;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Cuenca;70941;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Alfonsso;71045;PN;FT; ; ;not; ; ; ; ;FOUND
Ferrando;71086;PN;FT; ; ;not; ; ; ; ;FOUND
Paracuellos;71153;PLN;FT;http://sws.geonames.org/6357491; ;not;;;null;Geonames;FOUND
Cuenca;71236;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Cuenca;71299;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Alfonsso ;71507;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Ferrando;71548;PN;FT; ; ;not; ; ; ; ;FOUND
Cuenca;71596;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Cuenca;71667;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Moya;71679;PLN;FT;http://sws.geonames.org/6360183;Moja,Mojja,mo ya,mwya,Мойя,Моя,مويا,莫亚;not;;;null;Geonames;FOUND
Alarcon;71689;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Paracuellos;71838;PLN;FT;http://sws.geonames.org/6357491; ;not;;;null;Geonames;FOUND
Et ;71852;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Cuenca;71912;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Cuenca;72261;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Paracuellos;72384;PLN;FT;http://sws.geonames.org/6357491; ;not;;;null;Geonames;FOUND
Cuenca;72435;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Paracuellos;72538;PLN;FT;http://sws.geonames.org/6357491; ;not;;;null;Geonames;FOUND
Cuenca;73043;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Paracuellos;73175;PLN;FT;http://sws.geonames.org/6357491; ;not;;;null;Geonames;FOUND
Cuenca;73294;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Cuenca;73410;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Cuenca;73481;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Cuenca;73707;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Montagudo;73985;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Paracuellos;74155;PLN;FT;http://sws.geonames.org/6357491; ;not;;;null;Geonames;FOUND
Cuenca;74273;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Matheo;74399;PN;FT; ; ;not; ; ; ; ;FOUND
Dios;74423;PN;FT;;;;;;;;FOUND
Cuenca;74439;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Alfonsso;74525;PN;FT; ; ;not; ; ; ; ;FOUND
Dios;74579;PN;FT; ; ;not; ; ; ; ;FOUND
Paracuellos;74742;PLN;FT;http://sws.geonames.org/6357491; ;not;;;null;Geonames;FOUND
Et ;74756;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonsso;74954;PN;FT; ; ;not; ; ; ; ;FOUND
Ferrando;74990;PN;FT; ; ;not; ; ; ; ;FOUND
Alfonsso;75172;PN;FT; ; ;not; ; ; ; ;FOUND
Alfonsso;75325;PN;FT; ; ;not; ; ; ; ;FOUND
Matheo;75344;PN;FT; ; ;not; ; ; ; ;FOUND
Cuenca;75361;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
La;75487;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Alfonsso;75533;PN;FT; ; ;not; ; ; ; ;FOUND
Matheo ;75573;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Cuenca;75618;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Cuenca;75660;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Alfonsso;75684;PN;FT; ; ;not; ; ; ; ;FOUND
Matheo;75772;PN;FT; ; ;not; ; ; ; ;FOUND
Cuenca;75803;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Fecha;76081;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Connosçuda;76204;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso ;76270;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Dios;76296;PN;FT;;;;;;;;FOUND
Castilla;76309;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Toledo;76321;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;76331;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;76339;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;76351;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;;null;Medieval;FOUND
Cordoua;76362;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murçia;76373;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;76385;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Sancho;76410;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Toledo;76439;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Sant Ander;76505;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Sant Ander;76542;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Ferrando;76662;PN;FT; ; ;not; ; ; ; ;FOUND
Sant Ander;76706;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Sancho;76864;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Sancho;76911;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Sant Ander;76966;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Sancho;76988;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Alfonso;77126;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Ferrando;77162;PN;FT; ; ;not; ; ; ; ;FOUND
Sancho;77295;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Dada;77447;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Gonçalo;77508;PN;FT;;;;;;;;FOUND
Perez;77516;PN;FT;;;;;;;;FOUND
Aguilar;77525;PLN;FT;http://sws.geonames.org/3130827;Aguilar;not;;;null;Geonames;FOUND
Connoscida;77586;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso;77653;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;77678;PN;FT;;;;;;;;FOUND
Castiella;77691;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;77704;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;77714;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;77722;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;77734;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;;null;Medieval;FOUND
Cordoua;77745;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;77756;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;77768;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Gonçaluo;77789;PN;FT;;;;;;;;FOUND
Yuannes;77798;PPN;PPT;;;;;;;;VALIDATE
Cuenca;77817;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Cuenca;77858;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
dias;77972;APLN;AT;http://pleiades.stoa.org/places/642516; ;yes;CN;;An ancient place, cited: BAtlas 65 unlocated Dias;Medieval;VALIDATE
Guillem;77992;PN;FT;;;;;;;;FOUND
dias;78107;APLN;AT;http://pleiades.stoa.org/places/642516; ;yes;CN;;An ancient place, cited: BAtlas 65 unlocated Dias;Medieval;VALIDATE
Rodrigo;78134;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Cuenca;78156;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Cuenca;78207;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Huerta;78236;PLN;FT;http://sws.geonames.org/6360406; ;not;;;null;Geonames;FOUND
Gonçaluo ;78295;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Yuannes;78305;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Cuenca;78343;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
dias;78547;APLN;AT;http://pleiades.stoa.org/places/642516; ;yes;CN;;An ancient place, cited: BAtlas 65 unlocated Dias;Medieval;VALIDATE
Guillem;78738;PN;FT;;;;;;;;FOUND
Huerta;78770;PLN;FT;http://sws.geonames.org/6360406; ;not;;;null;Geonames;FOUND
Cuenca;78855;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Cuenca;79119;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Mayor ;79204;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Guillem;79211;PN;FT; ; ;not; ; ; ; ;FOUND
Guillem;79365;PN;FT;;;;;;;;FOUND
cosa;79410;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
cosa;79535;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Alfonso;79730;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Cuenca;79815;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Fecha;80002;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Sancho;80130;APLN;AT;http://sws.geonames.org/9170929; ;yes;PN; ;null;Geonames;VALIDATE
Perez;80137;PN;FT;;;;;;;;FOUND
Connosçuda;80185;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Pedryuannes;80285;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Calatrava;80308;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Toledo;80406;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Dios;80488;PN;FT;;;;;;;;FOUND
Castiella;80501;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;80514;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;80524;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;80532;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Sevilla;80544;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;;null;Medieval;FOUND
Cordoua;80555;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;80566;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;80579;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
El;80587;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Pedryuannes;80602;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Toledo;80668;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Alfonsso;80785;PN;FT; ; ;not; ; ; ; ;FOUND
Ferrando;80870;PN;FT; ; ;not; ; ; ; ;FOUND
Calatraua;80951;PN;FT;;;;;;;;FOUND
Toledo;81015;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Ferrando;81076;PN;FT; ; ;not; ; ; ; ;FOUND
Toledo;81211;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Calatraua;81266;PN;FT;;;;;;;;FOUND
Alfonsso;81400;PN;FT; ; ;not; ; ; ; ;FOUND
Pedryuanes;81613;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Calatrava;81635;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Connosçuda;81773;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Calatraua;81859;PN;FT;;;;;;;;FOUND
Toledo;82125;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Maqueda;82217;PLN;FT;http://sws.geonames.org/6361751; ;not;;;null;Geonames;FOUND
Alfonso;82592;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Toledo;82696;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Dada;83473;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
dias;83498;APLN;AT;http://pleiades.stoa.org/places/642516; ;yes;CN;;An ancient place, cited: BAtlas 65 unlocated Dias;Medieval;VALIDATE
Toledo;83650;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Toledo;83672;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not; ; ;null;Medieval;FOUND
Catalatraua;84026;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Connoscuda;84095;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Pedryuannes;84155;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Calatraua;84178;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Toledo;84473;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Toledo;84980;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Dada;85679;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Toledo;85824;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
